KEY,face,angry,disgust,fear,happy,neutral,sad,surprise,predicted_emotion
1_1001_u,face_00.jpg,0.0,0.18238429725170135,0.0014667935902252793,0.010614003986120224,0.34623926877975464,0.43625161051750183,0.00304432469420135,sad
1_1001_u,face_01.jpg,0.0,0.10960416495800018,0.011733855120837688,0.04958271607756615,0.4577051103115082,0.2147742509841919,0.13924278318881989,neutral
1_1001_u,face_02.jpg,0.0,0.28262850642204285,0.003581408178433776,0.02294503152370453,0.41494816541671753,0.19474272429943085,0.06207200512290001,neutral
1_1001_u,face_03.jpg,0.0,0.007744811940938234,0.0016843791818246245,0.9127142429351807,0.017438599839806557,0.04822072386741638,0.007781796623021364,happy
1_1001_u,face_04.jpg,0.0,0.022444067522883415,0.008479313924908638,0.40633532404899597,0.043303679674863815,0.46051138639450073,0.04700527340173721,sad
1_1001_u,face_05.jpg,0.0,0.00856898631900549,0.001315923174843192,0.8582677841186523,0.02338157221674919,0.09818490594625473,0.007822912186384201,happy
1_1001_u,face_06.jpg,0.0,0.0014218911528587341,0.0006927263457328081,0.9640496969223022,0.0032878213096410036,0.02788030169904232,0.0021921400912106037,happy
1_1001_u,face_07.jpg,0.0,0.07357440888881683,0.0007770774536766112,0.08706054836511612,0.07034902274608612,0.7519044280052185,0.004401897545903921,sad
1_1001_u,face_08.jpg,0.0,0.0633738711476326,0.000920537393540144,0.07313986867666245,0.08889774233102798,0.7620945572853088,0.0032239060383290052,sad
1_1001_u,face_09.jpg,0.0,0.02476074919104576,0.0006888692732900381,0.044371478259563446,0.05102265998721123,0.8741227388381958,0.0015950603410601616,sad
1_1003_u,face_00.jpg,0.0,0.0376291424036026,0.0010021337075158954,0.06366261839866638,0.7134954929351807,0.1605159193277359,0.01849639043211937,neutral
1_1003_u,face_01.jpg,0.0,0.007642016746103764,0.0011223693145439029,0.06170427426695824,0.65367192029953,0.2674073278903961,0.005254761315882206,neutral
1_1003_u,face_02.jpg,0.0,0.005015010945498943,0.0007280993741005659,0.005224911496043205,0.9673649668693542,0.012256700545549393,0.006258315872400999,neutral
1_1003_u,face_03.jpg,0.0,0.01601949706673622,0.0008202827302739024,0.07110892981290817,0.8715953230857849,0.02646555006504059,0.011418094858527184,neutral
1_1003_u,face_04.jpg,0.0,0.030256299301981926,0.0008776894537732005,0.016494663432240486,0.6714929938316345,0.2753647267818451,0.0013724025338888168,neutral
1_1003_u,face_05.jpg,0.0,0.01103246584534645,0.002454160712659359,0.02200261689722538,0.9330517053604126,0.010253594256937504,0.013526331633329391,neutral
1_1003_u,face_06.jpg,0.0,0.05280400067567825,0.0009796485537663102,0.01924082823097706,0.722139298915863,0.19430580735206604,0.007488028611987829,neutral
1_1003_u,face_07.jpg,0.0,0.00708997156471014,0.14802975952625275,0.01766357757151127,0.08659090101718903,0.13666267693042755,0.596580445766449,surprise
1_1003_u,face_08.jpg,0.0,0.03229987993836403,0.0438845269382,0.02478589490056038,0.3581738770008087,0.39532479643821716,0.13923294842243195,sad
1_1003_u,face_09.jpg,0.0,0.07113701105117798,0.002815440995618701,0.11282167583703995,0.6727574467658997,0.09710609912872314,0.04105619341135025,neutral
1_10190_u,face_00.jpg,0.0,0.013147047720849514,0.0008569225901737809,0.003025081939995289,0.2957525849342346,0.6836040616035461,0.00044266649638302624,sad
1_10190_u,face_01.jpg,0.0,0.011539543978869915,0.00045047595631331205,0.038202423602342606,0.7515910267829895,0.19414357841014862,0.002510631922632456,neutral
1_10190_u,face_02.jpg,0.0,0.0109559316188097,0.0007863800856284797,0.3505491316318512,0.504982590675354,0.12884463369846344,0.0014300349866971374,neutral
1_10190_u,face_03.jpg,0.0,0.07024320960044861,0.0004726831684820354,0.5231747031211853,0.3548983931541443,0.03902764618396759,0.0019231255864724517,happy
1_10190_u,face_04.jpg,0.0,0.008981719613075256,0.0004501334624364972,0.021666886284947395,0.8335745930671692,0.13190115988254547,0.0017532745841890574,neutral
1_10190_u,face_05.jpg,0.0,0.014238951727747917,0.0008546418976038694,0.2581532597541809,0.6547916531562805,0.04061810299754143,0.024600263684988022,neutral
1_10190_u,face_06.jpg,0.0,0.009716859087347984,0.003404815448448062,0.2112177014350891,0.5172706246376038,0.20041048526763916,0.05007554590702057,neutral
1_10190_u,face_07.jpg,0.0,0.023746497929096222,0.001036270521581173,0.03632276877760887,0.6592011451721191,0.25405943393707275,0.01863664574921131,neutral
1_10190_u,face_08.jpg,0.0,0.05942133441567421,0.0007169529562816024,0.28779780864715576,0.5857560038566589,0.039022840559482574,0.013228368014097214,neutral
1_10190_u,face_09.jpg,0.0,0.07963155210018158,0.0010131204035133123,0.05616769567131996,0.3956456780433655,0.45573142170906067,0.00305743794888258,sad
1_10462_u,face_00.jpg,0.0,0.09592564404010773,0.0015212205471470952,0.02794560231268406,0.6965237259864807,0.12612585723400116,0.004087453242391348,neutral
1_10462_u,face_01.jpg,0.0,0.015504810959100723,0.1518387794494629,0.004332120064646006,0.027939844876527786,0.029226131737232208,0.7664205431938171,surprise
1_10462_u,face_02.jpg,0.0,0.009098106063902378,0.0013556338381022215,0.04021051526069641,0.7753939032554626,0.15312540531158447,0.006251045502722263,neutral
1_10462_u,face_03.jpg,0.0,0.14845997095108032,0.04709896445274353,0.0369064100086689,0.07138121873140335,0.1644468605518341,0.41422638297080994,surprise
1_10462_u,face_04.jpg,0.0,0.09550541639328003,0.006702744867652655,0.03471368923783302,0.6230087280273438,0.06543279439210892,0.15535695850849152,neutral
1_10462_u,face_05.jpg,0.0,0.3335515558719635,0.0027725936379283667,0.005431747529655695,0.5049208402633667,0.12256456166505814,0.01045661699026823,neutral
1_10462_u,face_06.jpg,0.0,0.004371031187474728,0.17943279445171356,0.0007833912968635559,0.002360651735216379,0.00515906885266304,0.8012484312057495,surprise
1_10462_u,face_07.jpg,0.0,0.05491253361105919,0.021842585876584053,0.002838502172380686,0.1351829469203949,0.37158748507499695,0.37916240096092224,surprise
1_10462_u,face_08.jpg,0.0,0.034012626856565475,0.0006137922173365951,0.4047594964504242,0.5236864686012268,0.03212113305926323,0.0027385104913264513,neutral
1_10462_u,face_09.jpg,0.0,0.0032729962840676308,0.0010025770170614123,0.0013935009483247995,0.09766126424074173,0.8900244832038879,0.000549208140000701,sad
1_10495_u,face_00.jpg,0.0,0.044586069881916046,0.0010497075272724032,0.023145142942667007,0.8288367390632629,0.09351704269647598,0.00567818945273757,neutral
1_10495_u,face_01.jpg,0.0,0.007134248502552509,0.004724876489490271,0.023256201297044754,0.5076009035110474,0.4390248656272888,0.003177233273163438,neutral
1_10495_u,face_02.jpg,0.0,0.09547656029462814,0.00034312313073314726,0.05529148504137993,0.762854814529419,0.06366885453462601,0.0013755745021626353,neutral
1_10495_u,face_03.jpg,0.0,0.10840541124343872,0.0007543036481365561,0.016779985278844833,0.6235204935073853,0.2303362339735031,0.004380661528557539,neutral
1_10495_u,face_04.jpg,0.0,0.012175244279205799,0.004766625817865133,0.0075215985998511314,0.38940030336380005,0.5594332218170166,0.003458216553553939,sad
1_10495_u,face_05.jpg,0.0,0.07478519529104233,0.0009958415757864714,0.015206139534711838,0.3489679992198944,0.5127151012420654,0.03417366370558739,sad
1_10495_u,face_06.jpg,0.0,0.00672301696613431,0.05296223983168602,0.017430739477276802,0.0867660865187645,0.21800152957439423,0.362384170293808,surprise
1_10495_u,face_07.jpg,0.0,0.060344066470861435,0.003730523632839322,0.019620975479483604,0.768561065196991,0.10654304921627045,0.013230067677795887,neutral
1_10495_u,face_08.jpg,0.0,0.01152853760868311,0.0020571143832057714,0.06934764236211777,0.768925130367279,0.12624023854732513,0.01979132369160652,neutral
1_10495_u,face_09.jpg,0.0,0.009602174162864685,0.0004176286165602505,0.011984857730567455,0.9457536339759827,0.013859528116881847,0.0012394458753988147,neutral
1_10496_u,face_00.jpg,0.0,0.011181779205799103,0.0025724980514496565,0.004748744424432516,0.6614319086074829,0.3028827905654907,0.0016621220856904984,neutral
1_10496_u,face_01.jpg,0.0,0.011894517578184605,0.004232110921293497,0.00648806057870388,0.6628749370574951,0.2856666147708893,0.003015452064573765,neutral
1_10496_u,face_02.jpg,0.0,0.2537458539009094,0.004200638737529516,0.014873198233544827,0.5293415188789368,0.09879470616579056,0.008871280588209629,neutral
1_10496_u,face_03.jpg,0.0,0.024523798376321793,0.00042261139606125653,0.009761329740285873,0.9129538536071777,0.021877383813261986,0.0009401592542417347,neutral
1_10496_u,face_04.jpg,0.0,0.009478112682700157,0.014302024617791176,0.05678826570510864,0.11806253343820572,0.022416090592741966,0.7614015340805054,surprise
1_10496_u,face_05.jpg,0.0,0.0214379895478487,0.004274229519069195,0.06327799707651138,0.8088958263397217,0.049981459975242615,0.04208379238843918,neutral
1_10496_u,face_06.jpg,0.0,0.014935368672013283,0.0010193315101787448,0.010398004204034805,0.675393283367157,0.2845371961593628,0.004691658075898886,neutral
1_10496_u,face_07.jpg,0.0,0.028233548626303673,0.0006891299854032695,0.009212115779519081,0.8947647213935852,0.05267895385622978,0.009613165631890297,neutral
1_10496_u,face_08.jpg,0.0,0.1260213702917099,0.002223291900008917,0.011422107927501202,0.614571213722229,0.15610326826572418,0.007933653891086578,neutral
1_10496_u,face_09.jpg,0.0,0.020846214145421982,0.0034751889761537313,0.01665329746901989,0.7135356664657593,0.2064063847064972,0.012323352508246899,neutral
1_105_u,face_00.jpg,0.0,0.030780011788010597,0.0003603713703341782,0.1241735890507698,0.7855415940284729,0.04990862309932709,0.001268018619157374,neutral
1_105_u,face_01.jpg,0.0,0.022684404626488686,0.0003835760580841452,0.046744685620069504,0.8950870633125305,0.027526501566171646,0.0011139336274936795,neutral
1_105_u,face_02.jpg,0.0,0.01653801091015339,0.011152449063956738,0.033606406301259995,0.7084764838218689,0.1990036517381668,0.011983226984739304,neutral
1_105_u,face_03.jpg,0.0,0.003035553265362978,0.0008740800549276173,0.8372252583503723,0.14609284698963165,0.007207042537629604,0.004486494231969118,happy
1_105_u,face_04.jpg,0.0,0.013919197954237461,0.0005660099559463561,0.061068303883075714,0.8836062550544739,0.0384342186152935,0.0011862957617267966,neutral
1_105_u,face_05.jpg,0.0,0.004834440536797047,0.0025788182392716408,0.05379321053624153,0.7175719141960144,0.21676622331142426,0.002521717920899391,neutral
1_105_u,face_06.jpg,0.0,0.007934481836855412,0.0006835150998085737,0.6064512133598328,0.3588521480560303,0.023666147142648697,0.0012904119212180376,happy
1_105_u,face_07.jpg,0.0,0.012223146855831146,0.0004417895688675344,0.6434609293937683,0.328879714012146,0.012798843905329704,0.0008085780427791178,happy
1_105_u,face_08.jpg,0.0,0.0186298917979002,0.041000477969646454,0.1518123596906662,0.24379323422908783,0.0912737026810646,0.3653850257396698,surprise
1_105_u,face_09.jpg,0.0,0.06079045310616493,0.04078489914536476,0.006744105834513903,0.5403528809547424,0.18749162554740906,0.15276262164115906,neutral
1_10748_u,face_00.jpg,0.0,0.0006959816091693938,0.0002997949195560068,0.9761044979095459,0.004156813491135836,0.017997339367866516,0.000462505966424942,happy
1_10748_u,face_01.jpg,0.0,0.008424030616879463,0.0006933074328117073,0.7500506639480591,0.14536450803279877,0.09151318669319153,0.0012678258353844285,happy
1_10748_u,face_02.jpg,0.0,0.0026796285528689623,0.002988595049828291,0.05409105494618416,0.8383656740188599,0.09086168557405472,0.007991436868906021,neutral
1_10748_u,face_03.jpg,0.0,0.006510823033750057,0.004444901365786791,0.020539753139019012,0.8565754890441895,0.09085855633020401,0.016628731042146683,neutral
1_10797_u,face_00.jpg,0.0,0.006004718132317066,0.003027251921594143,0.016156455501914024,0.003480831626802683,0.9657379984855652,0.0007822738261893392,sad
1_10797_u,face_01.jpg,0.0,0.06224219873547554,0.006987741682678461,0.028322037309408188,0.3222711384296417,0.3280850350856781,0.2070557326078415,sad
1_10797_u,face_02.jpg,0.0,0.19839651882648468,0.003960016183555126,0.02570805698633194,0.5675649046897888,0.06651698052883148,0.087473064661026,neutral
1_10797_u,face_03.jpg,0.0,0.027613740414381027,0.0024721059016883373,0.03917880728840828,0.805985152721405,0.05359752103686333,0.05872228369116783,neutral
1_10797_u,face_04.jpg,0.0,0.07495392858982086,0.0007985047996044159,0.008942283689975739,0.3675585687160492,0.5312836766242981,0.0009471059893257916,sad
1_10797_u,face_05.jpg,0.0,0.5258246064186096,0.002433481626212597,0.04237944260239601,0.20285800099372864,0.11798760294914246,0.00894985068589449,disgust
1_10797_u,face_06.jpg,0.0,0.13197864592075348,0.0015625966480001807,0.0076595149002969265,0.4423691928386688,0.22849929332733154,0.001890719635412097,neutral
1_10797_u,face_07.jpg,0.0,0.18318848311901093,0.002467523096129298,0.10419848561286926,0.6038906574249268,0.024186743423342705,0.012480136938393116,neutral
1_10797_u,face_08.jpg,0.0,0.2658691704273224,0.001700573367998004,0.25657573342323303,0.3881669044494629,0.050449468195438385,0.002190479775890708,neutral
1_10797_u,face_09.jpg,0.0,0.11043691635131836,0.001505874446593225,0.06085145100951195,0.7524169087409973,0.060067448765039444,0.0024974814150482416,neutral
1_10810_u,face_00.jpg,0.0,0.0008305333321914077,0.00014837206981610507,0.9891614317893982,0.007275871932506561,0.0019324662862345576,0.0003353196079842746,happy
1_10810_u,face_01.jpg,0.0,0.20922085642814636,0.005826568230986595,0.00904352217912674,0.10732145607471466,0.2705605924129486,0.10846270620822906,anger
1_10810_u,face_02.jpg,0.0,0.02370443567633629,0.007260491605848074,0.18383121490478516,0.5771170258522034,0.07359734922647476,0.10131561756134033,neutral
1_10810_u,face_03.jpg,0.0,0.04072314128279686,0.0009114815620705485,0.045966994017362595,0.7370243668556213,0.14394493401050568,0.004879007115960121,neutral
1_10810_u,face_04.jpg,0.0,0.013951849192380905,0.01509163249284029,0.4790307879447937,0.17351673543453217,0.06401754915714264,0.22454500198364258,happy
1_10810_u,face_05.jpg,0.0,0.03585923835635185,0.0010036377934738994,0.011608748696744442,0.8307927250862122,0.07920311391353607,0.011002174578607082,neutral
1_10810_u,face_06.jpg,0.0,0.06481383740901947,0.0019355618860572577,0.011733206920325756,0.32225924730300903,0.5161277055740356,0.0037784120067954063,sad
1_10810_u,face_07.jpg,0.0,0.012825081124901772,0.08901157975196838,0.004759857896715403,0.034106940031051636,0.1523844301700592,0.5203867554664612,surprise
1_10810_u,face_08.jpg,0.0,0.0772969126701355,0.0010619632666930556,0.008252575062215328,0.6380539536476135,0.22834578156471252,0.009108692407608032,neutral
1_10810_u,face_09.jpg,0.0,0.14999276399612427,0.0018340169917792082,0.052536740899086,0.4251718819141388,0.1756151169538498,0.021969756111502647,neutral
1_10829_u,face_00.jpg,0.0,0.006165487691760063,0.0010486817918717861,0.02313329465687275,0.23054350912570953,0.7354204058647156,0.0020555241499096155,sad
1_10829_u,face_01.jpg,0.0,0.04170382767915726,0.0003662856761366129,0.01695670187473297,0.8756601810455322,0.058169662952423096,0.0017239103326573968,neutral
1_10829_u,face_02.jpg,0.0,0.02699965424835682,0.0004146725113969296,0.10993998497724533,0.8235356211662292,0.022593170404434204,0.011367619968950748,neutral
1_10829_u,face_03.jpg,0.0,0.12520824372768402,0.002398931887000799,0.05536426976323128,0.6982279419898987,0.058941591531038284,0.026573851704597473,neutral
1_10829_u,face_04.jpg,0.0,0.09932953119277954,0.0004960238584317267,0.018716920167207718,0.7878444194793701,0.06904773414134979,0.003740323008969426,neutral
1_10829_u,face_05.jpg,0.0,0.19689159095287323,0.0009221152868121862,0.009013556875288486,0.6569000482559204,0.08159574121236801,0.005466586910188198,neutral
1_10829_u,face_06.jpg,0.0,0.20767584443092346,0.001277876552194357,0.07039901614189148,0.6070576310157776,0.04367710277438164,0.02650478295981884,neutral
1_10829_u,face_07.jpg,0.0,0.04561719670891762,0.007597192656248808,0.08085362613201141,0.3152539134025574,0.007146768271923065,0.532401978969574,surprise
1_10829_u,face_08.jpg,0.0,0.07004202902317047,0.0009956550784409046,0.057839758694171906,0.7776947021484375,0.06573455780744553,0.019740018993616104,neutral
1_10829_u,face_09.jpg,0.0,0.015018666163086891,0.0004586738650687039,0.011151198297739029,0.800881564617157,0.16687129437923431,0.0020843385718762875,neutral
1_10849_u,face_00.jpg,0.0,0.21484878659248352,0.0019005805952474475,0.0075210221111774445,0.5209759473800659,0.24143783748149872,0.003788774600252509,neutral
1_10849_u,face_01.jpg,0.0,0.09376981854438782,0.0013987509300932288,0.01132524386048317,0.7117388844490051,0.17529751360416412,0.003497524419799447,neutral
1_10849_u,face_02.jpg,0.0,0.12006687372922897,0.0007632765918970108,0.013574915006756783,0.7898444533348083,0.06807323545217514,0.004574439022690058,neutral
1_10849_u,face_03.jpg,0.0,0.23515158891677856,0.001201567123644054,0.011322935111820698,0.5413520336151123,0.193803071975708,0.013918398879468441,neutral
1_10849_u,face_04.jpg,0.0,0.04217536374926567,0.0014563228469341993,0.41249656677246094,0.42543843388557434,0.020863017067313194,0.09656951576471329,neutral
1_10849_u,face_05.jpg,0.0,0.021420110017061234,0.0008461542893201113,0.6802086234092712,0.2609791159629822,0.024769704788923264,0.011090611107647419,happy
1_10849_u,face_06.jpg,0.0,0.09583146870136261,0.0012947239447385073,0.42611876130104065,0.40423643589019775,0.05861107259988785,0.011566567234694958,happy
1_10849_u,face_07.jpg,0.0,0.24667996168136597,0.000444567936938256,0.03880629688501358,0.6382591724395752,0.06708744168281555,0.00297537655569613,neutral
1_10849_u,face_08.jpg,0.0,0.007311447989195585,0.0002866248833015561,0.8034889101982117,0.17109432816505432,0.015238722786307335,0.0008203788893297315,happy
1_10849_u,face_09.jpg,0.0,0.0007380223250947893,0.00012526233331300318,0.9895619750022888,0.006038617808371782,0.003017829265445471,0.0003016809350810945,happy
1_10853_u,face_00.jpg,0.0,0.017171557992696762,0.0009487938368692994,0.06467995792627335,0.46428343653678894,0.44789981842041016,0.002876929473131895,neutral
1_10853_u,face_01.jpg,0.0,0.05309991538524628,0.004399782512336969,0.3558778762817383,0.24093562364578247,0.31101420521736145,0.028147833421826363,happy
1_10853_u,face_02.jpg,0.0,0.017273131757974625,0.0015338058583438396,0.03679627925157547,0.628104031085968,0.312287300825119,0.0027951521333307028,neutral
1_10853_u,face_03.jpg,0.0,0.01276627741754055,0.0010555487824603915,0.059862226247787476,0.7957316637039185,0.1225290298461914,0.00565563328564167,neutral
1_10853_u,face_04.jpg,0.0,0.013722619973123074,0.0012223792728036642,0.034451860934495926,0.8004142642021179,0.14450624585151672,0.0037135423626750708,neutral
1_10853_u,face_05.jpg,0.0,0.03217889741063118,0.00038375568692572415,0.5016469955444336,0.4381905794143677,0.02345002256333828,0.001925954013131559,happy
1_10853_u,face_06.jpg,0.0,0.08560561388731003,0.0023996680974960327,0.012866437435150146,0.7251514196395874,0.15736927092075348,0.008146625012159348,neutral
1_10853_u,face_07.jpg,0.0,0.06850875169038773,0.1807333379983902,0.0026945520658046007,0.17946544289588928,0.32888031005859375,0.2146195024251938,sad
1_10853_u,face_08.jpg,0.0,0.08931149542331696,0.0008913734927773476,0.006681658793240786,0.3252425789833069,0.5693751573562622,0.002654462121427059,sad
1_10853_u,face_09.jpg,0.0,0.00865201372653246,0.002273924881592393,0.01074786577373743,0.7762230038642883,0.1927228420972824,0.0065384479239583015,neutral
1_10857_u,face_00.jpg,0.0,0.006273512728512287,0.00336544425226748,0.7772518396377563,0.049841564148664474,0.1267969161272049,0.03519747778773308,happy
1_10857_u,face_01.jpg,0.0,0.00015539918967988342,0.0001886586396722123,0.997745931148529,0.0006785037112422287,0.0007241079583764076,0.00040004527545534074,happy
1_10857_u,face_02.jpg,0.0,0.0015099081210792065,0.0003752928168978542,0.9186288118362427,0.06920874118804932,0.008621878921985626,0.0006639367784373462,happy
1_10857_u,face_03.jpg,0.0,0.0003694725164677948,0.00038064102409407496,0.9888876080513,0.006789864506572485,0.0023591078352183104,0.0008539088303223252,happy
1_10857_u,face_04.jpg,0.0,0.00022343348246067762,0.00013516198669094592,0.998273491859436,0.0005371375591494143,0.00035005214158445597,0.00034188010613434017,happy
1_10857_u,face_05.jpg,0.0,0.00021835867664776742,0.0002285526570631191,0.99806147813797,0.00044002089998684824,0.0003459385479800403,0.0005288076936267316,happy
1_10857_u,face_06.jpg,0.0,0.004537723958492279,0.0003564685466699302,0.924670398235321,0.04197973385453224,0.02669411152601242,0.0008997207041829824,happy
1_10857_u,face_07.jpg,0.0,0.0005315047455951571,0.00013861415209248662,0.994928240776062,0.002314087003469467,0.0012293492909520864,0.00047635784721933305,happy
1_10857_u,face_08.jpg,0.0,0.0636298730969429,0.0009195848251692951,0.21215330064296722,0.12410321831703186,0.5636692643165588,0.01115801464766264,sad
1_10857_u,face_09.jpg,0.0,0.002329552313312888,0.0015366141451522708,0.004755521658807993,0.010790417902171612,0.9780532121658325,0.0017159106209874153,sad
1_10859_u,face_00.jpg,0.0,0.1389731466770172,0.0024168009404093027,0.05860375612974167,0.51460200548172,0.24423809349536896,0.0334249846637249,neutral
1_10859_u,face_01.jpg,0.0,0.28817471861839294,0.010952037759125233,0.1957005262374878,0.19952404499053955,0.12228758633136749,0.12492293864488602,disgust
1_10859_u,face_02.jpg,0.0,0.04066982865333557,0.0071279630064964294,0.7383400201797485,0.06812894344329834,0.09351111203432083,0.043905533850193024,happy
1_10859_u,face_03.jpg,0.0,0.008038974367082119,0.010125979781150818,0.4114653468132019,0.017616787925362587,0.040395841002464294,0.5047023892402649,surprise
1_10859_u,face_04.jpg,0.0,0.04239119961857796,0.017762914299964905,0.2681116461753845,0.27881506085395813,0.11261455714702606,0.27190789580345154,neutral
1_10859_u,face_05.jpg,0.0,0.07240818440914154,0.009332647547125816,0.007869817316532135,0.3709581196308136,0.5033643841743469,0.02682025171816349,sad
1_10859_u,face_06.jpg,0.0,0.23308593034744263,0.00272391177713871,0.017296243458986282,0.6316142678260803,0.09116729348897934,0.020467711612582207,neutral
1_10859_u,face_07.jpg,0.0,0.105756975710392,0.001092879450879991,0.48059743642807007,0.37577715516090393,0.029798250645399094,0.004232456907629967,happy
1_10859_u,face_08.jpg,0.0,0.06185367703437805,0.0005809501162730157,0.695092499256134,0.21668416261672974,0.020592130720615387,0.0034899916499853134,happy
1_10859_u,face_09.jpg,0.0,0.0023241022136062384,0.002150072483345866,0.6998137831687927,0.07719150930643082,0.21113237738609314,0.0064590973779559135,happy
1_10890_u,face_00.jpg,0.0,0.04415060579776764,0.004479564260691404,0.002694150200113654,0.6491940021514893,0.18336844444274902,0.0029254979453980923,neutral
1_10890_u,face_01.jpg,0.0,0.08191801607608795,0.0020175937097519636,0.019549785181879997,0.7407325506210327,0.10691777616739273,0.0024699268396943808,neutral
1_10890_u,face_02.jpg,0.0,0.003601545700803399,0.0011619275901466608,0.003529003355652094,0.12468522787094116,0.8645041584968567,0.0007441348279826343,sad
1_10890_u,face_03.jpg,0.0,0.010159449651837349,0.004993943497538567,0.09273571521043777,0.2305908501148224,0.6386285424232483,0.018205711618065834,sad
1_10890_u,face_04.jpg,0.0,0.0015194573206827044,0.0024920478463172913,0.09949173033237457,0.02265973761677742,0.8704159259796143,0.0020994434598833323,sad
1_10890_u,face_05.jpg,0.0,0.017936917021870613,0.001361350528895855,0.0022547233384102583,0.8617624640464783,0.10574304312467575,0.004382001236081123,neutral
1_10890_u,face_06.jpg,0.0,0.043220192193984985,0.013273991644382477,0.5387453436851501,0.1381516456604004,0.077777199447155,0.17849472165107727,happy
1_10890_u,face_07.jpg,0.0,0.008358761668205261,0.0050745331682264805,0.0009383249562233686,0.008464078418910503,0.9692881107330322,0.006963865365833044,sad
1_10890_u,face_08.jpg,0.0,0.0029882234521210194,0.0014392792945727706,0.6044741868972778,0.3212038576602936,0.06534191220998764,0.00211676605977118,happy
1_10890_u,face_09.jpg,0.0,0.28588345646858215,0.000960838864557445,0.004761210642755032,0.4313686490058899,0.26512306928634644,0.0029416827019304037,neutral
1_10977_u,face_00.jpg,0.0,0.154052272439003,0.006372257135808468,0.5262482166290283,0.15190431475639343,0.026796534657478333,0.047278862446546555,happy
1_10977_u,face_01.jpg,0.0,0.036542072892189026,0.0011814283207058907,0.8916456699371338,0.024213481694459915,0.020715486258268356,0.013721240684390068,happy
1_10977_u,face_02.jpg,0.0,0.0305414330214262,0.00023429949942510575,0.18209980428218842,0.7430463433265686,0.03808453679084778,0.0018409374170005322,neutral
1_10977_u,face_03.jpg,0.0,0.005711408797651529,0.0005564579041674733,0.023359263315796852,0.9154675006866455,0.05178046226501465,0.002224583877250552,neutral
1_10977_u,face_04.jpg,0.0,0.006278259214013815,0.0026055960915982723,0.018276214599609375,0.8458733558654785,0.11693975329399109,0.008361541666090488,neutral
