KEY,n_faces,visual_valence,angry,disgust,fear,happy,neutral,sad,surprise,emocao_predominante
1_11242_u,8,0.8136003910040018,0.0,0.02498982898396201,0.0005407568642112375,0.852370435371995,0.10071754516866344,0.013239458519819837,0.005415361039922513,happy
1_11243_u,10,0.7650926752830858,0.0,0.015219015217735382,0.00302794816379896,0.8205436155200004,0.05983658556360746,0.03720397685538043,0.0622451737086521,happy
1_11253_u,10,0.006851362559245974,0.0,0.03017292199656364,0.00143440283718514,0.13929526000283654,0.7145339362323284,0.1008365726098418,0.00962714058696289,neutral
1_11257_u,10,-0.2551660257508046,0.0,0.01609853380359704,0.0063389819697476394,0.20490460107102987,0.2942907229065895,0.4376331110484898,0.03616873645223673,sad
1_11306_u,10,-0.32847088739508756,0.0,0.11527330093085764,0.00556157500250261,0.0475813881726935,0.5257167249917984,0.2552173996344208,0.028763350378721908,neutral
1_11322_u,10,-0.5017138421593699,0.0,0.04740128638222808,0.0038779232592787197,0.027714546106290032,0.3357232879847288,0.4781491786241531,0.08923898243228903,sad
1_11378_u,10,-0.07825301891134577,0.0,0.06632579416036602,0.0017808773176511198,0.08695665178820486,0.711575385928154,0.09710299922153351,0.0290547579643316,neutral
1_11439_u,10,-0.6836661526293027,0.0,0.1256231710547581,0.0032301359169650394,0.07072023816872383,0.10348454745253544,0.6255330838263035,0.06592610201332715,sad
1_1144_u,10,-0.16195264442358157,0.0,0.04624950308352703,0.00162250597495583,0.07837987439706919,0.6662556827068329,0.19246050976216791,0.0049275969387963,neutral
1_11485_u,10,-0.38552750314993306,0.0,0.028843194479122702,0.00454070073028554,0.12010701410472388,0.3211659472435713,0.47225062204524876,0.0400926421687472,sad
1_11526_u,10,0.08091152230044837,0.0,0.028130841813981476,0.00189740430796514,0.36329360911622643,0.3371520213782787,0.2523538406938314,0.00969997504726048,happy
1_11529_u,10,0.07481979646545382,0.0,0.08619599789381023,0.00114505577075756,0.23054962167516346,0.5937358351889997,0.06838877154514188,0.00433202612912277,neutral
1_11609_u,10,-0.7066059109289198,0.0,0.01682246217969801,0.0033922126283868607,0.06400901353918012,0.1361812282353639,0.7504002496600151,0.026071444491390077,sad
1_11697_u,10,-0.6290513067564462,0.0,0.1271464527584612,0.0024364364740904,0.02116249346872787,0.286339346319437,0.5206309109926224,0.00906664699432435,sad
1_11699_u,10,-0.32918703228351653,0.0,0.06265059420838946,0.00472414112300606,0.054774033580906656,0.5012002766132355,0.31658633053302765,0.012560476653743491,neutral
1_11723_u,10,-0.7743146867695032,0.0,0.03399057958740737,0.0014095756661844801,0.0064972567837684805,0.19946998357772822,0.7454117882996798,0.008283857838250652,sad
1_11736_u,10,-0.15149861131212664,0.0,0.04958867384120817,0.00678095127805131,0.12961934693157667,0.25525410436093804,0.22474833312444384,0.33060875751543783,surprise
1_11773_u,10,-0.11672129908838533,0.0,0.02087558350176545,0.009648955853481259,0.2255502506392076,0.33127971590729427,0.3117470103723462,0.08806473951844959,neutral
1_1180_u,10,-0.2606051556998863,0.0,0.06958628194406626,0.00181472596013913,0.06586125869071106,0.5691298887133598,0.255065406486392,0.02081207358278328,neutral
1_1185_u,10,0.5916499193001075,0.0,0.00527192145236763,0.0002571886288933,0.6033749260008335,0.38188226893544197,0.00619589661946514,0.00198640961898485,happy
1_11885_u,10,0.5599237167189132,0.0,0.00641870880499478,0.00065931678982448,0.6580744229257107,0.24002232946222643,0.09107268061197824,0.0017576144833582902,happy
1_11889_u,10,0.6686988706089324,0.0,0.022502445470308836,0.00114253196225032,0.7373984076082707,0.1810279516968876,0.045054559566779014,0.00328231413150202,happy
1_1189_u,8,-0.054902314950595534,0.0,0.0332620658446103,0.0010217436793027,0.0530247631249949,0.8325604423880577,0.07364326855167744,0.004639489925466413,neutral
1_11901_u,10,-0.10407174515130457,0.0,0.03895564290869511,0.03953149204899087,0.1564455735497176,0.31924897114804474,0.18203018374333618,0.22996722662937824,neutral
1_11913_u,10,-0.5434002760855946,0.0,0.07903841633815313,0.007199143018806279,0.01508487935643637,0.37816480370238426,0.47224759608507155,0.03669030657911203,sad
1_11924_u,10,0.4811269095283934,0.0,0.02008257664856497,0.00318168701487588,0.5683233737945557,0.30661223640199753,0.06393220060272138,0.034587041044142064,happy
1_11928_u,10,0.6278935850277777,0.0,0.02019355146330777,0.00066373705922156,0.7028056874871254,0.2162672100588679,0.05405481393681836,0.00147061083553122,happy
1_12002_u,10,-0.2844551439513452,0.0,0.06745037867221977,0.00238707078387955,0.05190729503519827,0.5642808705568314,0.2665249895304441,0.01253828775952565,neutral
1_12083_u,10,0.47323542895610454,0.0,0.02139719584374683,0.00070834736106914,0.6200608471408486,0.22777197445975617,0.12471987497992809,0.00412884592078621,happy
1_12202_u,10,-0.11592681895126582,0.0,0.010359894367866171,0.0013561724277678501,0.01682159560732538,0.8055594652891159,0.12103234776295717,0.03983034557313655,neutral
1_12275_u,10,-0.20202967156074,0.0,0.010412562731653401,0.03537370398989873,0.2100384208373725,0.34111050888895983,0.36628182567656037,0.031242539850063582,sad
1_12320_u,8,0.019838840897136917,0.0,0.0264239055104553,0.022998789361736237,0.13761889096349472,0.6765720825642347,0.06835735519416627,0.0385805065016029,neutral
1_12331_u,10,0.11395297209674038,0.0,0.03633976872079071,0.00225649125932246,0.4219924479722977,0.2592896502930671,0.2694432158954441,0.00685763334622604,happy
1_1262_u,10,0.0724781911383617,0.0,0.02972476934082801,0.00802900744311041,0.28246270399540657,0.28516590669751163,0.1722307360731065,0.21447729102801527,neutral
1_1296_u,10,-0.00789457904174914,0.0,0.04810136463493103,0.03053839243948454,0.24228911818936463,0.3008093506097793,0.17154394015669822,0.19969687284901733,neutral
1_1466_u,10,-0.025413634118740334,0.0,0.13913186900317664,0.00090507963031992,0.16753924367949363,0.5743136182427406,0.052915929164737405,0.045346061279997185,neutral
1_1470_u,10,-0.1681178459126385,0.0,0.01977781492751087,0.00229271467978828,0.08712015757337208,0.6434682354331016,0.23316747387871142,0.01173101487220259,neutral
1_1478_u,10,-0.10869872819166619,0.0,0.046530325338244374,0.0028269525850191197,0.0863286662381142,0.6768099695444107,0.1456701165065169,0.02695366229163479,neutral
1_1484_u,10,-0.08882012637332072,0.0,0.016080211335793092,0.00491463444195682,0.0755415168590843,0.6943776190280915,0.14336679745465514,0.06096228382084514,neutral
1_1549_u,10,-0.056073647693847165,0.0,0.06612377604469652,0.00428201500908466,0.2974350285978289,0.3005407400720287,0.2831028852378949,0.03887349073193033,neutral
1_1560_u,10,0.21054351974162283,0.0,0.05315506942570205,0.0013532313343602698,0.33314718892797823,0.520812626928091,0.0680953684262931,0.01568445982411499,neutral
1_1627_u,10,0.6264107723356575,0.0,0.03797990757739166,0.0027222088785492397,0.7820599414408207,0.03926967512816186,0.11494705264922227,0.01905447362805712,happy
1_162_u,7,-0.1901776504569819,0.0,0.0173048223368823,0.011166396883449342,0.2028951308290873,0.3205098350133214,0.3646015620657375,0.07768575271724586,sad
1_1638_u,10,-0.11765263310226141,0.0,0.06505455281585452,0.00160824671911537,0.22118786806240673,0.42579347603023054,0.27217770162969823,0.00555578413186589,neutral
1_1666_u,10,-0.5023887596093117,0.0,0.34262064099311823,0.00915143622551107,0.11216199763584878,0.2080227390863001,0.2627786800265312,0.0201429921202361,disgust
1_1678_u,10,-0.5575858811673242,0.0,0.10680732298642392,0.00797971270512784,0.01027561276569026,0.3193351924419403,0.4530744582414627,0.00962832169607276,sad
1_1722_u,10,0.31160972769430384,0.0,0.03651648154482241,0.00319942423084279,0.42191532542929056,0.4205941453576088,0.07058969195932145,0.02521866115275765,happy
1_1732_u,10,-0.39582361766370006,0.0,0.13675349941477175,0.05673769067507232,0.05408052556449542,0.1524941546609625,0.2564129531383514,0.1871048136032186,sad
1_175_u,10,0.06383609146214446,0.0,0.025169168296270028,0.0038503545198181654,0.22535427082329984,0.5542971194256097,0.13249865654506715,0.04901861613179784,neutral
1_1772_u,10,-0.21486310353066068,0.0,0.04870323032955634,0.00134501700667893,0.11203545471653335,0.5527891668665689,0.27685031091095874,0.00537599044619122,neutral
1_1798_u,10,-0.2911057732126209,0.0,0.04530146364122624,0.0039821563113946,0.06179198815952982,0.5427524864673614,0.30361414141952986,0.030535605712793713,neutral
1_1803_u,10,0.2175586133787875,0.0,0.040652520241565016,0.0007000105426413501,0.48175624050199983,0.2448702018416952,0.22284509633900598,0.004228600853821219,happy
1_182_u,10,0.16777308147866293,0.0,0.01807703841477628,0.0023507029283791102,0.20229205936193462,0.6742070928215981,0.01409123654011633,0.08237683164188633,neutral
1_1931_u,9,-0.0006412399978013453,0.0,0.011066744220443021,0.0029265771898078223,0.037254972176419335,0.8767925699551901,0.02390289076396983,0.029343794876088656,neutral
1_1973_u,10,0.11305112241534528,0.0,0.02713936378131616,0.00061197846080172,0.19553891611285504,0.7174431052990258,0.05473645145539189,0.00216071200557048,neutral
1_1987_u,10,-0.17247929584700608,0.0,0.01965603018179531,0.00790658111218357,0.06786832399666305,0.6107748925685883,0.21278500854969024,0.0770121275389101,neutral
1_2075_u,10,0.05367661251511903,0.0,0.01004923266009422,0.00553932893380983,0.3770683855749667,0.2719503368018195,0.3078032114659436,0.023566705250414037,happy
1_2119_u,10,-0.09525629564595864,0.0,0.02572191096842283,0.00840809613873711,0.07674814718775447,0.725856727361679,0.13787443572655317,0.02214420502423305,neutral
1_213_u,7,0.050087809479529365,0.0,0.04286051002730213,0.0120212913524093,0.24065688997507093,0.4571358247527054,0.13568727911583012,0.05753946966225543,neutral
1_2198_u,10,0.019532584601256644,0.0,0.05382766621187325,0.00229149338119891,0.09429806964471933,0.7495653808116913,0.018646325450390522,0.07258429276989768,neutral
1_2216_u,10,0.13317727402172758,0.0,0.04098635246045883,0.01905243939399947,0.4491753192152828,0.14451944082975385,0.2559592533390969,0.08196182184037748,happy
1_2354_u,10,-0.04100769220385691,0.0,0.05058530736714597,0.00207479393575335,0.11679172962903972,0.6820319890975952,0.1051393205299973,0.036715637659653966,neutral
1_2361_u,6,0.6723509814110004,0.0,0.005203622386034067,0.0009963436508162668,0.7008755790690581,0.26613648579223076,0.022324631621207364,0.0015800243272678335,happy
1_2420_u,10,-0.14388675460359074,0.0,0.01113858884200449,0.00423749234760176,0.0083372703986242,0.7683351397514343,0.1368479438126087,0.06739363155793396,neutral
1_2423_u,10,-0.017135858361143518,0.0,0.04690397679805752,0.0026839999598450397,0.1792657986283302,0.5953055799007416,0.14681368023157115,0.0180910722352564,neutral
1_2464_u,10,-0.7626570088497828,0.0,0.01871673443820322,0.006906183785758869,0.02824832571786825,0.1365477006649598,0.765282416343689,0.042504759848816284,sad
1_2575_u,10,-0.39492047911044204,0.0,0.09231564048677676,0.0012555238092317599,0.044445181218907184,0.49215637147426605,0.34579449603334067,0.00312495855614537,neutral
1_2580_u,10,-0.10128672414284656,0.0,0.043771425285376565,0.00112734798167361,0.02413499911781396,0.8370188713073731,0.08052294999361036,0.0035279245232231297,neutral
1_2614_u,10,-0.21920672248816114,0.0,0.01620932323858138,0.00174121066229413,0.014673458947800038,0.739032506942749,0.21592964753508564,0.0066508857998996505,neutral
1_2616_u,10,-0.25392450758663465,0.0,0.025042682513594573,0.0014095797756453498,0.17408242875244465,0.3879848688840866,0.40155467404983936,0.00304142353706988,sad
1_2664_u,10,-0.2676941347861429,0.0,0.09877764768898482,0.00216386491374575,0.04841482425108548,0.5770001620054245,0.21516744643449778,0.02736512082628901,neutral
1_2669_u,10,-0.6292939988547004,0.0,0.15106247710064052,0.004335913865361319,0.060907900333404506,0.22725752126425505,0.5348035082221031,0.006339781323913429,sad
1_276_u,10,-0.2853149884438607,0.0,0.14347769059240817,0.01185083082527849,0.1874683991074562,0.1984972923994064,0.3174548661336303,0.13264483043458308,sad
1_2778_u,10,-0.1277454742230474,0.0,0.0437248175963759,0.0015821570530533302,0.06105490485206242,0.7224975779652596,0.1434934044256806,0.01104349846718827,neutral
1_2792_u,10,-0.5191636715491768,0.0,0.05289610065519805,0.0043216187274082996,0.034592338214861164,0.3562030181288719,0.4965382903814316,0.040070585394278116,sad
1_2797_u,10,0.06201770593179401,0.0,0.013290186389349359,0.00395342273404816,0.2928161915391684,0.4070352204144001,0.2135548764839768,0.06253321352414781,neutral
1_2819_u,10,0.3144863009802067,0.0,0.02475349896994879,0.0013557401514844498,0.4613447077572346,0.3755994314793497,0.12074916765559458,0.01252097595133814,happy
1_2830_u,10,-0.6971231699077179,0.0,0.08802830434869972,0.00790952434763307,0.03023937304096757,0.18196398667059835,0.6314247142523527,0.02199605728965248,sad
1_2837_u,10,-0.039277980936458214,0.0,0.02939474880695337,0.00220195394358592,0.12240594527684148,0.6260498128831387,0.13008722346276042,0.07918603485450143,neutral
1_2842_u,10,-0.4117797556245931,0.0,0.01552836927585299,0.01600991424638773,0.02696913423424116,0.35043222913518546,0.4072106063365936,0.17046847182791675,sad
1_2853_u,10,-0.1348154815437737,0.0,0.05062908772379156,0.00246180878602895,0.08322120141237968,0.6162693560123443,0.1649457864463329,0.0696866669110022,neutral
1_3064_u,10,-0.053474005285533976,0.0,0.027919583674520198,0.00088829609740055,0.11629326511174436,0.701504822075367,0.1409593906253576,0.00837501329951915,neutral
1_3069_u,10,-0.16770772350137114,0.0,0.0815345827490091,0.0021738858253229,0.04698911681771274,0.7108213186264039,0.1309883717447519,0.0224182087811641,neutral
1_3125_u,10,0.32368494116235536,0.0,0.04273527406621719,0.01778081855154591,0.4172466988209635,0.2163313609664328,0.03304566504084501,0.26663264534436165,happy
1_3177_u,5,0.00017947396263490178,0.0,0.0220900594256818,0.03859911356121298,0.13733169436454767,0.6721443891525268,0.07646304741501801,0.04555170517414802,neutral
1_3204_u,10,0.45101527713995904,0.0,0.00463985315000168,0.03822909604059529,0.5497947245836258,0.3264400819782167,0.055910498253069776,0.015523879643296778,happy
1_3256_u,10,0.8064868605171798,0.0,0.00605883839307348,0.0048190843488554805,0.8680489599704743,0.034248956618830526,0.050684176711365526,0.02682082243263717,happy
1_3259_u,10,-0.38980711710173627,0.0,0.07567555448040361,0.00571440870407964,0.16565824542194602,0.22122243745252484,0.47407539933919907,0.016715563213801903,sad
1_3287_u,10,0.028128129610559095,0.0,0.025429990142583802,0.00371922469348641,0.20347287347540255,0.504020057991147,0.14619552902877325,0.02857491989270779,neutral
1_3293_u,10,0.43564711355138586,0.0,0.01320338414516295,0.00078097851946945,0.48720685839653016,0.45046105086803434,0.037575382180511915,0.00476768354419615,happy
1_3333_u,6,-0.016561754882180337,0.0,0.006837993549803832,0.002175462024752,0.033232093167801645,0.9082395831743876,0.04078039247542615,0.005425998863453601,neutral
1_3348_u,9,0.4202333490361021,0.0,0.016729723147970246,0.001037494743488589,0.49151475360203123,0.42911490332335234,0.053514186674470256,0.005881328484974767,happy
1_3371_u,10,-0.16248917606135355,0.0,0.12341834660619493,0.00564009936933867,0.05848488369956608,0.577116283774376,0.09191561378538604,0.0389027664205059,neutral
1_340_u,10,0.032177724776556824,0.0,0.02366862604394551,0.00363164526061149,0.11629782039672132,0.7164112567901612,0.0568198243156075,0.07717279950156804,neutral
1_3419_u,10,-0.4647501628729514,0.0,0.019632521551102337,0.0016034927568398,0.06936192680150267,0.3784880056977272,0.5128760753665119,0.01219202702341131,sad
1_3476_u,10,-0.10836235780443523,0.0,0.04234178848564621,0.00098511150281407,0.2730113523080945,0.3341801896691322,0.3380468101240694,0.0027617932792054,sad
1_3545_u,10,0.057136265828739964,0.0,0.01931536737829443,0.012546255590859739,0.35047690575011076,0.26377752264961596,0.26147901695221665,0.07964853143203067,happy
1_3573_u,10,-0.2506204804754815,0.0,0.02701550303027029,0.00273503455100577,0.08932605036534366,0.5258073896169663,0.31019599325954916,0.04089704341604371,neutral
1_3599_u,9,-0.0698084171971357,0.0,0.028578908234420688,0.02592705861833459,0.15522031843041376,0.5810700406630834,0.17052276877479416,0.01857230646742711,neutral
1_3649_u,10,0.0013561192085035812,0.0,0.024284476274624423,0.00422627484658728,0.31689020639751103,0.2934067914262414,0.28702333606779573,0.06931082945084192,happy
1_3660_u,10,-0.19615059708594335,0.0,0.05368589116260405,0.00241670682444231,0.11110586598515507,0.5622035324573517,0.251153865084052,0.00687473107827821,neutral
1_3707_u,10,0.15234458456397995,0.0,0.04208324374631043,0.00432646553381342,0.36245719082653516,0.3474883856251836,0.1637028969824314,0.07134194902610028,happy
1_3766_u,10,-0.6962474171537905,0.0,0.01082247808808456,0.0018875985755584701,0.056878542574122504,0.17964244857430453,0.74041588306427,0.0042080945859197,sad
1_3837_u,10,0.06851951956487039,0.0,0.01554833461996164,0.0059941970466751895,0.20152600146830077,0.5994545627385378,0.11146395023679354,0.06188871072372417,neutral
1_3840_u,10,0.07429096992127608,0.0,0.01676998715847726,0.00436930344440039,0.20550091527402398,0.6378105968236923,0.11007065474987025,0.02016035290434953,neutral
1_3842_u,10,0.2834154253709131,0.0,0.0541654629516415,0.00141648717690254,0.47755150087177756,0.2895624184282496,0.13855412537232037,0.031170036527328138,happy
1_3911_u,10,-0.0629946642467984,0.0,0.053939955122768835,0.03003672025224654,0.1428140920586884,0.5870351549237967,0.1218320809304714,0.054303309338865756,neutral
1_4031_u,10,0.06823581459466377,0.0,0.10743235051631923,0.00610009317751969,0.25594900026917455,0.5004345193505287,0.07418074198067184,0.012653787271119602,neutral
1_410_u,10,0.4455417636971107,0.0,0.07387765916064377,0.0026834690754185,0.647349669970572,0.11994291341397907,0.12524677803739903,0.02116578144486989,happy
1_4145_u,10,-0.03136864198895627,0.0,0.03717464348301286,0.0033817421790444694,0.06756483674980696,0.8195154547691346,0.05837709307670589,0.008317133988020909,neutral
1_427_u,10,0.3445750160761237,0.0,0.009375797018583352,0.000994145844742855,0.5244492740370333,0.2894760619965382,0.16950431509758343,0.005174624340725081,happy
1_4281_u,10,0.013488937041256654,0.0,0.043461930478224484,0.00524070484680119,0.2782102614175528,0.4158808372914791,0.21601868905127045,0.0252808845718391,neutral
1_4286_u,10,-0.0584722488303668,0.0,0.04853489701636131,0.00890564947621892,0.22502972488291556,0.362769504263997,0.22606142722070213,0.05316641611279915,neutral
1_4290_u,10,0.5297348334526761,0.0,0.0217122504356666,0.00159171318809963,0.6247916475869715,0.2648230184422573,0.0717528505105292,0.01370323066366833,happy
1_430_u,10,-0.36781908464618024,0.0,0.09812994897365565,0.00161114404909308,0.04544270047917956,0.5243442356586456,0.3135206921026111,0.00792887659044932,neutral
1_4352_u,10,-0.02529469794826572,0.0,0.021749946754425712,0.00146483686985443,0.11485692020505663,0.7375638499855995,0.1169368345290422,0.004523142636753569,neutral
1_4477_u,10,0.1406444186955924,0.0,0.02385568819008762,0.0019290712982182802,0.2718420515302568,0.5561923100613058,0.10541287334635849,0.03215251573128621,neutral
1_4544_u,10,-0.31701485911617044,0.0,0.02699610032141204,0.0025662093306891,0.04303105438593769,0.4682775393128395,0.330483603850007,0.1072783845942467,neutral
1_4552_u,9,-0.01672273550583557,0.0,0.019454175451149486,0.0010540953339335777,0.10461643296811311,0.7085598342948489,0.10083089768886562,0.05127886988015634,neutral
1_4576_u,10,-0.24745462220162145,0.0,0.01135675893165166,0.00326523494441058,0.06444882068317379,0.4721095715649426,0.297281449008733,0.12872898303903635,neutral
1_4603_u,10,0.40680124505306603,0.0,0.02636393217835571,0.00195241270703259,0.6110395356547087,0.16065674051060336,0.17592194571625436,0.01706963607575738,happy
1_4639_u,10,0.695400486959261,0.0,0.0289953088446054,0.0008783124532782901,0.8009466111660004,0.08772424515336748,0.07567250290885565,0.00142386363295367,happy
1_467_u,10,0.0823979445907754,0.0,0.019703814852982702,0.00128654820728112,0.1765751351951621,0.7204515926539898,0.0731868275441229,0.0068564963410607995,neutral
1_4743_u,10,0.4538237617060078,0.0,0.01803131243505045,0.00221114754967852,0.5988496633246541,0.23806145463604475,0.12478344163391734,0.014748834825877511,happy
1_4760_u,10,-0.03054148521623562,0.0,0.028404217213392213,0.00253716124570922,0.11560016432777043,0.6593093901872635,0.11520027108490463,0.06869743990246203,neutral
1_4789_u,10,0.14478869375016085,0.0,0.02581955902278419,0.00167266696516884,0.2679354026913643,0.5944882534444332,0.09565448295325037,0.01014862322481346,neutral
1_4792_u,10,0.07232901474926628,0.0,0.012773020379245251,0.0062108967220410195,0.22332318490371103,0.5715966492891311,0.1320102530531585,0.035639725881628656,neutral
1_4850_u,10,0.1596872623835226,0.0,0.04762046302203083,0.009574822377180629,0.3514487715438008,0.39669648772105576,0.13456622376106672,0.05046739142853762,neutral
1_4949_u,10,-0.04941178198787377,0.0,0.03800650445627976,0.00150547121884297,0.26747013046406204,0.3985693091002758,0.2773699367768131,0.00713664678623894,neutral
1_4967_u,10,0.03509975128399682,0.0,0.04853965276852246,0.006849594842060431,0.30014914593193676,0.3170517094433307,0.20966014703735708,0.04845631085918281,neutral
1_4995_u,10,0.27611685226729615,0.0,0.03011778444051737,0.00060162484587632,0.3895226523280143,0.491092169098556,0.08268639077432448,0.0029172793729230198,neutral
1_5058_u,10,0.08480373172205886,0.0,0.02570457868278021,0.0018542908539529502,0.33330285500269385,0.4048936070874333,0.2209402537439018,0.00500889474060381,neutral
1_506_u,10,-0.2420234035118482,0.0,0.02540407888591285,0.00108294085366647,0.03548060744069511,0.6797995656728745,0.251016991212964,0.00518014221452171,neutral
1_507_u,9,-0.14755603249715118,0.0,0.03586511789924565,0.0010288563951487333,0.1275435298060377,0.5901805907487869,0.23820558800879446,0.0029870948379134336,neutral
1_5109_u,10,-0.2510530481231398,0.0,0.07366429017856713,0.01689581932732831,0.21840789592824872,0.22982939099892968,0.3789008345454931,0.04548875149339433,sad
1_5134_u,10,-0.11134714905347202,0.0,0.01429982676927461,0.0038848753960336996,0.20252050766721363,0.39747427953407166,0.29568295455537735,0.08110691691981625,neutral
1_5156_u,10,-0.10493042506568588,0.0,0.027981068371445827,0.0030585518572479,0.1442948609939776,0.5664336641319097,0.21818566583096977,0.03372837665956463,neutral
1_5166_u,10,0.28224790006934214,0.0,0.006978923326823811,0.00148892597935623,0.5223935607820749,0.2328047879040241,0.23167781140655275,0.00311984086874866,happy
1_5169_u,10,-0.05285626233380741,0.0,0.05887548596365373,0.00232825985003724,0.2838920924812555,0.3298978380393237,0.27554460900137195,0.04214993680361655,neutral
1_5211_u,9,-0.13695970739354368,0.0,0.02483905944973226,0.002581056546963078,0.10570834949612613,0.5573741114801831,0.2152479408929745,0.0849346558679826,neutral
1_5212_u,9,-0.5594876234342032,0.0,0.001684382629011611,0.0011184269290727333,0.2035559114689628,0.03089504720022275,0.7602407253450818,0.0014505760692473555,sad
