KEY,neutral,angry,happy,sad,emocao_predominante,audio_valence
1_2580_u,0.9597422480583191,0.04025780037045479,6.088248238889093e-10,3.541886575697539e-11,neutral,-0.04025779979704883
1_2614_u,1.0,1.1463299198766208e-09,3.4712427376959454e-11,1.680902053831368e-12,neutral,-1.1132983945534927e-09
1_2616_u,0.744096577167511,0.2558998465538025,3.5207322071073577e-06,1.3578989321860746e-10,neutral,-0.25589632595738526
1_2664_u,1.045186479586846e-07,0.9999998807907104,4.287168222424226e-13,1.7536574406160077e-13,angry,-0.9999998807904571
1_2669_u,0.9999829530715942,1.706727380224038e-05,5.8897977640859356e-12,6.147183023025304e-12,neutral,-1.7067274059625638e-05
1_276_u,1.0,2.285771615387344e-12,1.7008110198002413e-11,4.4577674884749285e-11,neutral,-2.9855336302134217e-11
1_2778_u,1.0,3.033397311114072e-09,8.651952418392561e-12,8.417939088845028e-12,neutral,-3.0331632977845246e-09
1_2792_u,1.0,1.7494191859035446e-12,1.9991850189193805e-11,1.6653751988560117e-10,neutral,-1.482950888823109e-10
1_2797_u,0.7812759280204773,0.21872413158416748,3.059214548351008e-10,4.538936934639359e-11,neutral,-0.21872413132363538
1_2819_u,1.506151106611675e-11,1.0,2.242130613117066e-11,9.272483226119982e-14,angry,-0.9999999999776715
1_2830_u,1.544839395295483e-10,2.4564133279530997e-12,1.0,1.7898110771241704e-10,happy,0.9999999998185625
1_2837_u,0.9999998807907104,4.310481225427987e-12,1.2214119715636684e-09,1.0777350212265446e-07,neutral,-1.0655640063231622e-07
1_2842_u,1.0,2.766612026278148e-12,1.3014286870394187e-10,4.070018988500124e-09,neutral,-3.94264273182246e-09
1_2853_u,1.0,3.481392474649625e-12,9.516058947778294e-12,1.6064584384967162e-10,neutral,-1.5461117737654295e-10
1_3064_u,1.0,3.9972435084134617e-11,7.471519930524195e-12,4.384012944336213e-11,neutral,-7.634104459697255e-11
1_3069_u,1.0,5.1524243205314235e-11,5.122360136056159e-08,1.4770250994500245e-11,neutral,5.1157306866361774e-08
1_3125_u,5.667080953813963e-12,1.0,3.0518632326143047e-13,1.936063885165512e-13,angry,-0.9999999999998884
1_3177_u,3.253067371034035e-09,0.9999916553497314,8.299155524582602e-06,6.602143720613185e-09,angry,-0.9999833627963506
1_3204_u,3.015235283676532e-11,1.4779748605531218e-11,1.0,9.883252202746995e-12,happy,0.999999999975337
1_3256_u,0.9599753022193909,1.2957915487277205e-06,0.04002320021390915,2.1361047686241363e-07,neutral,0.04002169081188356
1_3259_u,7.719686695439876e-11,8.675947113512272e-12,1.0,1.0881556940234294e-11,happy,0.9999999999804425
1_3287_u,1.5054231194966405e-09,1.0,6.299537172287095e-13,6.251618824395025e-14,angry,-0.9999999999994327
1_3293_u,1.0,5.854516958031519e-12,4.88069046983286e-12,2.542305255204269e-11,neutral,-2.639687904024135e-11
1_3333_u,1.0,3.8672510289591844e-13,2.0042572046463647e-09,1.774684843525165e-09,neutral,2.291856360183038e-10
1_3348_u,0.06473471224308014,0.9345885515213013,0.0006637044134549797,1.3005201253690757e-05,angry,-0.9339378523091
1_3371_u,0.8567776679992676,9.798707401031947e-10,3.109751034457986e-08,0.14322233200073242,neutral,-0.14322230188309282
1_340_u,0.0021734999027103186,0.9898964166641235,0.007930117659270763,1.8920184863269185e-10,angry,-0.9819662991940546
1_3419_u,0.9990748167037964,0.0009251419687643647,9.07733870708638e-12,1.1717656359100381e-11,neutral,-0.0009251419714046824
1_3476_u,1.1136855881943575e-09,1.0,2.479964678059332e-09,1.1254770715656698e-13,angry,-0.9999999975201479
1_3545_u,1.0,1.0232395443107722e-12,1.1206763295135147e-10,8.929146311231762e-09,neutral,-8.81810191782472e-09
1_3573_u,0.9999998807907104,7.2731097588985e-08,1.3945888714672616e-11,3.6515517172486245e-12,neutral,-7.272080325198757e-08
1_3599_u,0.999992847442627,7.146308234950993e-06,3.935054105480562e-12,1.5182020571269383e-11,neutral,-7.146319481917459e-06
1_3649_u,5.442498882124447e-12,2.9441098448046432e-09,1.0,9.420099422730033e-11,happy,0.9999999969616892
1_3660_u,0.9999990463256836,9.005583478938206e-07,2.005914989666735e-09,1.2764028115702652e-12,neutral,-8.985537093069654e-07
1_3707_u,0.9999823570251465,8.003229329256456e-11,1.7591246432857588e-05,4.801332664783331e-10,neutral,1.7590686267297817e-05
1_3766_u,9.576323733995196e-09,1.0,3.0706058355700616e-13,8.99652937867354e-14,angry,-0.9999999999997828
1_3837_u,0.9999886751174927,1.1332203030178789e-05,1.0494014511530647e-11,7.378687938430772e-12,neutral,-1.1332199914852216e-05
1_3840_u,1.1720345180488145e-11,1.0,6.341335876541843e-12,7.762241777077225e-14,angry,-0.9999999999937363
1_3842_u,0.0027912980876863003,0.9972086548805237,2.0546533224807817e-11,4.975401601131635e-12,angry,-0.9972086548649525
1_3911_u,1.0,2.4889740875971844e-12,2.8497748605360584e-10,8.196888723333018e-10,neutral,-5.372003603672931e-10
1_4031_u,5.960873181720672e-07,0.9999994039535522,9.449741336653439e-13,2.406754537418593e-13,angry,-0.9999994039528479
1_410_u,9.287272340063879e-12,1.0,3.3520397828973314e-13,1.562922019452198e-13,angry,-0.9999999999998211
1_4145_u,1.0,1.2988658542809062e-12,6.018580772648718e-11,1.2054749420897792e-09,neutral,-1.146588000217573e-09
1_427_u,1.0,4.684573475660647e-12,7.016086496502982e-12,2.050697112121469e-11,neutral,-1.8175458100372355e-11
1_4281_u,1.0,2.0367642034752054e-12,1.221429554720821e-11,7.223495412933545e-11,neutral,-6.205742278560245e-11
1_4286_u,6.892651380208115e-12,1.0,1.1539931336901343e-12,1.5284739348763593e-13,angry,-0.9999999999989988
1_4290_u,1.0,2.4925751566928778e-12,1.4075685061953891e-11,3.5170137635542886e-11,neutral,-2.3587027730281873e-11
1_430_u,5.038170456828084e-06,1.0778093155749957e-06,0.9999939203262329,2.406538301968908e-10,happy,0.9999928422762635
1_4352_u,1.0,2.5426690267171814e-11,1.821056673512178e-11,8.158389935841726e-11,neutral,-8.880002289046729e-11
1_4477_u,0.999954342842102,4.570494274958037e-05,1.209386670669721e-11,6.045246768449086e-12,neutral,-4.570493670096043e-05
1_4544_u,1.0,1.3378844473249663e-12,4.1869268468941456e-11,4.0506092924275094e-10,neutral,-3.6452954522113445e-10
1_4552_u,5.076824738381447e-09,0.9999995231628418,4.288443449240731e-07,3.964279859242081e-12,angry,-0.9999990943224611
1_4576_u,2.891545336503043e-10,1.0,4.264316122437606e-10,4.3832727161449703e-13,angry,-0.9999999995740068
1_4603_u,0.9999990463256836,4.772410765185864e-12,9.568847190166707e-07,1.1621471784906134e-08,neutral,9.452584748209994e-07
1_4639_u,1.0,6.349755790613365e-13,1.4123514580077767e-09,2.248984748431937e-10,neutral,1.1868180075855217e-09
1_467_u,4.513152453000657e-05,2.166889316868037e-06,0.9999526739120483,3.539414983322331e-09,happy,0.9999505034833165
1_4743_u,0.996378481388092,5.326417085171897e-09,0.0036215323489159346,1.5587573898301343e-08,neutral,0.003621511434924951
1_4760_u,1.0,2.442677136949012e-12,2.4886109839528103e-10,3.3471465599177463e-09,neutral,-3.1007281386594143e-09
1_4789_u,9.604832207354974e-11,7.023075697387693e-12,1.0,1.334548964393445e-11,happy,0.9999999999796314
1_4792_u,1.0,1.5549813173199034e-11,3.973231466058991e-11,5.589952389861708e-10,neutral,-5.348127374987799e-10
1_4850_u,1.0,2.9770037102139213e-08,1.3364486383879437e-12,3.8656083542476516e-12,neutral,-2.9772566261855073e-08
1_4949_u,4.285321875130421e-09,1.0,1.95315616978442e-12,2.2239545274804762e-13,angry,-0.9999999999982694
1_4967_u,1.0,1.8044879826484284e-11,3.426794681349321e-10,3.315835453432392e-11,neutral,2.914762337741239e-10
1_4995_u,1.0,1.8202013247342608e-12,2.2270416621950062e-08,1.0189938670635001e-08,neutral,1.2078657749990326e-08
1_5058_u,0.0001797156874090433,0.9998202919960022,4.888157878468746e-09,4.1386243390673094e-12,angry,-0.9998202871119829
1_506_u,1.0,5.703297643183669e-12,8.408647042545958e-12,1.5366111161263518e-10,neutral,-1.509557622132729e-10
1_507_u,1.8978191462792893e-07,0.9999572038650513,4.257959153619595e-05,2.9571876631467875e-12,angry,-0.9999146242764723
1_5109_u,6.3070726419312e-10,1.556881568109958e-10,1.0,1.0184968320114951e-11,happy,0.9999999998341269
1_5134_u,1.8473286900189123e-08,1.0306598456633065e-11,1.0,2.146695148030897e-11,happy,0.9999999999682264
1_5156_u,1.0,9.161087687059588e-13,8.855916694416877e-11,1.278772088220137e-09,neutral,-1.1911290300446742e-09
1_5166_u,1.0,1.1078195652491907e-12,2.3940888382867342e-08,1.8925574440942228e-09,neutral,2.204722311920787e-08
1_5169_u,1.1414878070548085e-10,1.0,1.6576242331881041e-13,7.619020025344606e-14,angry,-0.9999999999999104
1_5211_u,1.9507678805652517e-10,1.0,2.7003995827640237e-13,5.260195558754073e-14,angry,-0.9999999999997826
1_5212_u,7.746228948235512e-05,3.974500941694714e-05,3.1077868243301054e-06,0.9998797178268433,sad,-0.9999163550494359
1_533_u,2.4543469478999214e-09,8.288347438933918e-12,1.0,3.101671003369333e-11,happy,0.999999999960695
1_536_u,1.527944988310992e-07,2.5200838638106404e-10,0.9999998807907104,1.577990169088217e-11,happy,0.9999998805229222
1_537_u,0.9665610194206238,0.03343897685408592,4.710629664117505e-10,4.297222300220227e-11,neutral,-0.03343897642599518
1_5496_u,5.549961532014258e-11,5.835620181526835e-12,1.0,2.0921410437413357e-11,happy,0.999999999973243
1_5571_u,1.2557030935889113e-11,1.0,5.881891111322868e-13,9.280658110500523e-14,angry,-0.9999999999995046
1_5572_u,0.9999876022338867,3.563635786463237e-08,1.2441477338143159e-05,1.4474103027239948e-09,neutral,1.2404393569975802e-05
1_5580_u,1.0,9.732490421215934e-13,3.903627074364202e-11,1.3387742303638817e-10,neutral,-9.581440133486774e-11
1_5581_u,1.0,5.0829908858351924e-12,8.547745844467158e-12,6.235789662412117e-11,neutral,-5.88931416654892e-11
1_5617_u,1.0,2.9893563752853014e-12,1.01088803994287e-09,6.858904999518245e-09,neutral,-5.85100631595066e-09
1_5627_u,1.0,1.7311034333430952e-12,1.4239065482257729e-09,1.1432691238155712e-08,neutral,-1.0010515793363282e-08
1_5679_u,1.716781383720445e-08,0.9372192621231079,0.06278079003095627,1.2452343600699578e-09,angry,-0.874438473337386
1_5699_u,1.0,2.212227512288223e-09,2.0280664300709184e-11,3.065627179194008e-12,neutral,-2.1950124751667077e-09
1_5751_u,1.2947777398852889e-11,1.0,1.3051270134067927e-11,2.6289143388244507e-13,angry,-0.9999999999872117
1_5758_u,1.0,3.5338090960401747e-12,1.587009967884967e-10,2.524876141496435e-10,neutral,-9.732042645718697e-11
1_5786_u,1.270743732462165e-09,1.0,1.7067408684262597e-12,5.089330378568041e-14,angry,-0.9999999999983441
1_5880_u,1.0,9.311265950981418e-13,8.428772263480155e-11,1.1195567389821193e-10,neutral,-2.8599077858508515e-11
1_5919_u,5.009412329393115e-10,0.9999860525131226,1.388890541420551e-05,1.0541048936496544e-11,angry,-0.9999721636182494
1_5953_u,1.0,4.806150269431875e-12,6.744911486972205e-12,2.4760485328734205e-11,neutral,-2.2821724111193875e-11
1_5964_u,3.491563704827172e-10,3.1182949555841333e-09,1.0,1.6706692973489368e-10,happy,0.9999999967146381
1_60_u,0.9999959468841553,1.7093866253037326e-11,4.094590167369461e-06,2.366005613652078e-09,neutral,4.0922070678895556e-06
1_6020_u,5.671800806794636e-10,2.7389726042770235e-09,1.0,6.6183144034615005e-12,happy,0.9999999972544091
1_6032_u,0.9999998807907104,1.1105704089686697e-07,7.053262054274034e-13,9.776739313960281e-12,neutral,-1.110661123099755e-07
1_6039_u,2.124001322045821e-11,1.425005512895039e-11,1.0,9.328655903306782e-12,happy,0.9999999999764213
1_6065_u,1.1574213203857653e-05,0.021915800869464874,0.9780726432800293,1.8778782695516583e-10,happy,0.9561568422227766
1_6092_u,9.847731657908199e-11,1.0548395490417306e-11,1.0,9.910358991782608e-12,happy,0.9999999999795413
1_6113_u,3.9123729038692545e-06,3.9400427365166024e-10,0.9999960660934448,4.930930316837667e-11,happy,0.9999960656501312
1_6134_u,4.56615140365102e-07,0.957277774810791,0.042721811681985855,5.2943531503313324e-11,angry,-0.9145559631817487
1_6165_u,1.9206108925473586e-11,4.1992287425074437e-10,1.0,4.220197542120774e-12,happy,0.999999999575857
1_6183_u,0.9998334646224976,8.432284384629618e-12,0.000166528086992912,1.8163326398479285e-09,neutral,0.00016652626222798776
1_6188_u,9.052460882230662e-06,1.353600287412604e-10,0.9999909400939941,5.3755177392700304e-11,happy,0.999990939904879
1_6211_u,4.589227869250534e-12,1.0212401757581091e-10,1.0,6.2755191668206756e-12,happy,0.9999999998916005
1_6221_u,1.0,1.8922271735610785e-11,3.4772615342681945e-10,6.31720370458666e-12,neutral,3.22486677986622e-10
1_6355_u,4.930787326884456e-05,1.9391781583277812e-11,0.999950647354126,9.873999395892952e-09,happy,0.9999506374607348
1_6370_u,0.04617041349411011,8.146947038767394e-06,0.9538213610649109,2.74282541123938e-10,happy,0.9538132138435895
1_6426_u,0.9999839067459106,1.934847143614249e-10,1.610755134606734e-05,1.0539685096899731e-10,neutral,1.610725246450201e-05
1_6427_u,0.9999748468399048,1.9756068309062513e-11,2.5098266632994637e-05,1.110299963080763e-09,neutral,2.5097136576963247e-05
1_6428_u,1.0,1.0803874071416142e-12,5.392953097982378e-11,1.2314708142113773e-09,neutral,-1.1786216706386951e-09
1_6472_u,1.0,5.960596599630108e-13,8.913048965553116e-09,2.581058256012625e-09,neutral,6.3313946498805285e-09
1_6504_u,3.0958935415270616e-09,6.385335316050345e-11,1.0,1.3170979931698135e-11,happy,0.9999999999229756
1_6534_u,4.013701593308383e-10,4.8093777224589296e-12,1.0,2.1800266453153583e-11,happy,0.9999999999733904
1_6627_u,1.0,1.2573465489260083e-12,8.934759182510632e-11,2.5124302638346308e-09,neutral,-2.4243400185584504e-09
1_6645_u,2.793935638401024e-10,1.0,2.5262208774509687e-13,5.175691147364658e-14,angry,-0.9999999999997992
1_6648_u,0.9999243021011353,7.57505331421271e-05,2.673900857674827e-11,5.9844234602535185e-12,neutral,-7.575051238754198e-05
1_6683_u,1.0,3.175822885920221e-12,6.82749343172695e-11,2.6791726823183204e-11,neutral,3.830738460816607e-11
1_672_u,5.933920022016537e-12,1.0,2.780449752815689e-13,1.2430718075977926e-13,angry,-0.9999999999998463
1_6766_u,7.60144985151312e-12,1.0,2.5814663991499676e-13,1.578500378367556e-13,angry,-0.9999999999998997
1_6769_u,3.7392103302558155e-11,1.0,5.290867570451052e-13,5.448600758398668e-14,angry,-0.9999999999995253
1_6835_u,1.2219751877040608e-09,0.00022561931109521538,0.9997743964195251,4.588002547323278e-11,happy,0.9995487770625499
1_6860_u,5.605478236248018e-06,0.9999943971633911,8.173472454409136e-10,6.12076307606596e-13,angry,-0.999994396346656
1_70_u,1.0,3.873350425120936e-12,2.2031676830125413e-11,2.04193502384431e-11,neutral,-2.2610238334386246e-12
1_7047_u,0.0018261794466525316,0.9981738328933716,6.291770576760669e-11,7.172059387355878e-12,angry,-0.998173832837626
1_7082_u,2.4592355062080795e-12,1.0,8.574865535508625e-13,3.1392886879443027e-13,angry,-0.9999999999994564
1_7089_u,0.9999998807907104,3.777377445123714e-13,1.442961377051688e-07,5.011615566985483e-09,neutral,1.392841444004388e-07
1_7186_u,1.0,8.840936880152861e-13,7.356081715981233e-11,9.905380959907006e-10,neutral,-9.178613725189036e-10
1_7281_u,1.0,1.7794477913737894e-12,6.542659469754852e-11,6.186885032066769e-11,neutral,1.7782965855070443e-12
1_7341_u,7.96647903894554e-12,1.0,2.811679654293048e-13,1.8238356788366494e-13,angry,-0.9999999999999011
